trip_id,departure,destination,duree
OCESN866506F0200246772,Bayonne,Dax,44
OCESN866516F0300346778,Bayonne,Hendaye,37
OCESN866832F0200246845,Agen,Marmande,36
OCESN866860F0300346854,Bordeaux-St-Jean,Marmande,67
OCESN866882F0300346861,Agen,Langon,69
OCESN867002F0400446865,Bayonne,Tarbes,145
OCESN867168F0100146889,Bordeaux-St-Jean,Pau,132
OCESN867180F0300346891,Bordeaux-St-Jean,Tarbes,188
OCESN867212F0300346894,Bordeaux-St-Jean,Lourdes,174
OCESN868003F0500546986,Le Dorat,Poitiers,60
OCESN868101F0100147043,Limoges-Bénédictins,St-Junien,38
OCESN868301F0100147111,Limoges-Bénédictins,St-Yrieix-la-Perche,39
OCESN868650F0100147258,Eymoutiers-Vassiviere,Limoges-Bénédictins,45
OCESN868701F0100147264,Limoges-Bénédictins,Montluçon-Ville,131
OCESN868710F0100147271,Felletin-Gare,Guéret,52
OCESN868800F0200247299,Bordeaux-St-Jean,Montluçon-Ville,259
OCESN868800F0700747298,Bordeaux-St-Jean,Guéret,208
OCESN868812F0100147316,Bordeaux-St-Jean,Ussel,262
OCESN868819F0100147320,Périgueux,Ussel,169
OCESN869001F1001047334,La Souterraine,Limoges-Bénédictins,47
OCESN869010F0100147342,Châteauroux,Limoges-Bénédictins,86
OCESN870000F0200247406,Rodez,Toulouse-Matabiau,137
OCESN870003F0700747411,Carmaux,Toulouse-Matabiau,76
OCESN870150F0900947472,Brive-la-Gaillarde,Rodez,145
OCESN870321F0400447545,Colomiers,Toulouse-Matabiau,22
OCESN870405F0800847554,L'Isle-Jourdain (Gers),Saint-Cyprien-Arènes,33
OCESN870500F0200247569,Colomiers,Saint-Cyprien-Arènes,13
OCESN870604F0300347622,Carcassonne,Toulouse-Matabiau,74
OCESN871201F0300347639,Capdenac,Toulouse-Matabiau,137
OCESN871202F0600647641,Tessonnières,Toulouse-Matabiau,53
OCESN871206F0700747650,Aurillac,Clermont-Ferrand,152
OCESN871209F0900947657,Arvant,Clermont-Ferrand,47
OCESN871405F0700747674,Pamiers,Toulouse-Matabiau,57
OCESN871470F0400447721,Latour-de-Carol-Enveitg,Toulouse-Matabiau,174
OCESN871470F0700747720,Foix,Latour-de-Carol-Enveitg,105
OCESN871600F0500547750,Brive-la-Gaillarde,Toulouse-Matabiau,147
OCESN871601F0100147754,Cahors,Toulouse-Matabiau,74
OCESN871604F0300347759,Montauban-Ville-Bourbon,Toulouse-Matabiau,43
OCESN871608F0400447764,Brive-la-Gaillarde,Cahors,66
OCESN871800F0300347799,Agen,Toulouse-Matabiau,81
OCESN872404F0600647877,St-Sulpice (Tarn),Toulouse-Matabiau,24
OCESN872600F0500547912,Muret,Toulouse-Matabiau,19
OCESN872602F0800847916,Boussens,Toulouse-Matabiau,58
OCESN872613F0700747941,Montréjeau-Gourdan-Pol.,Toulouse-Matabiau,86
OCESN872701F1901947979,Tarbes,Toulouse-Matabiau,109
OCESN873245F0200248171,Clermont-Ferrand,Durtol-Nohanent,13
OCESN873351F0900948230,Clermont-Ferrand,St-Germain-des-Fossés,40
OCESN873352F0500548231,Clermont-Ferrand,Nevers,106
OCESN873600F0200248257,Clermont-Ferrand,Vic-le-Comte,21
OCESN873650F0800848273,Brioude,Clermont-Ferrand,67
OCESN873664F0500548280,Clermont-Ferrand,Issoire,40
OCESN873813F0200248332,Clermont-Ferrand,Le Lioran,111
OCESN873921F0400448351,Brive-la-Gaillarde,Neussargues,168
OCESN873990F0300348362,Clermont-Ferrand,Nîmes,307
OCESN874002F1201248372,Nevers,Vic-le-Comte,124
OCESN874002F1901948373,Moulins-sur-Allier,Vic-le-Comte,92
OCESN874009F0900948388,St-Germain-des-Fossés,Vic-le-Comte,66
OCESN874108F0500548392,Issoire,Moulins-sur-Allier,113
OCESN874110F0400448395,Issoire,Riom-Châtel-Guyon,57
OCESN874111F0300348396,Riom-Châtel-Guyon,Vic-le-Comte,38
OCESN874123F0400448401,Issoire,St-Germain-des-Fossés,88
OCESN874130F0500548407,Gannat,Issoire,81
OCESN874131F0500548409,Gannat,Vic-le-Comte,66
OCESN874210F0300348410,Brioude,Gannat,100
OCESN874221F0800848412,Brioude,Moulins-sur-Allier,149
OCESN875500F1101148421,Clermont-Ferrand,Dijon-Ville,260
OCESN875500F1801848422,Dijon-Ville,Moulins-sur-Allier,178
OCESN875700F0900948434,Clermont-Ferrand,Lyon-Perrache,171
OCESN876100F0200248467,Narbonne,Perpignan,46
OCESN876102F0300348469,Lunel,Narbonne,100
OCESN876108F0200248476,Montpellier-Saint-Roch,Narbonne,71
OCESN876119F0200248477,Cerbère,Narbonne,87
OCESN876121F0200248480,Montpellier-Saint-Roch,Perpignan,130
OCESN876204F0500548493,Nîmes,Toulouse-Matabiau,210
OCESN876204F0800848490,Montpellier-Saint-Roch,Toulouse-Matabiau,176
OCESN876216F0200248506,Carcassonne,Narbonne,36
OCESN876224F0100148510,Carcassonne,Nîmes,140
OCESN876250F0700748513,Perpignan,Toulouse-Matabiau,154
OCESN876252F0300348519,Cerbère,Toulouse-Matabiau,199
OCESN876254F0100148527,Carcassonne,Perpignan,91
OCESN876301F1301348553,Avignon-Centre,Sète,109
OCESN876301F1401448555,Montpellier-Saint-Roch,Nîmes,43
OCESN876302F0600648557,Avignon-Centre,Montpellier-Saint-Roch,76
OCESN876304F1501548566,Avignon-Centre,Narbonne,144
OCESN876309F0400448572,Nîmes,Sète,66
OCESN876330F0400448600,Lunel,Sète,54
OCESN876334F0100148601,Montpellier-Saint-Roch,Sète,23
OCESN876335F0200248602,Lunel,Montpellier-Saint-Roch,20
OCESN876400F0300348616,Avignon-Centre,Nîmes,37
OCESN876401F0900948621,Nîmes,Perpignan,160
OCESN876405F2202248643,Narbonne,Nîmes,98
OCESN876406F1001048646,Cerbère,Nîmes,197
OCESN876407F0400448657,Avignon-Centre,Perpignan,196
OCESN876408F2502548664,Avignon-Centre,Cerbère,238
OCESN876530F0900948772,Béziers,Marseille-St-Charles,171
OCESN876532F2102148779,Marseille-St-Charles,Narbonne,188
OCESN876542F3003048800,Marseille-St-Charles,Montpellier-Saint-Roch,119
OCESN876604F0700748840,Cerbère,Montpellier-Saint-Roch,154
OCESN877500F0400448869,Génolhac,Nîmes,77
OCESN877527F0600648902,La Bastide-St-Laurent,Nîmes,114
OCESN877550F0600648916,Nîmes,Vauvert,24
OCESN878950F0500548989,Béziers,St-Chély-d'Apcher,244
OCESN878950F0700748990,Béziers,Millau,117
OCESN878956F0200248993,Millau,St-Chély-d'Apcher,111
OCESN878969F0400449003,Montpellier-Saint-Roch,St-Chély-d'Apcher,297
OCESN879102F0300349012,Marseille-St-Charles,Miramas,33
OCESN879218F0200249021,Avignon-Centre,Orange,26
OCESN879301F0200249023,Avignon-Centre,Avignon-TGV,5
OCESN879302F0200249024,Avignon-Centre,Carpentras,28
OCESN879305F0200249030,Avignon-TGV,Carpentras,41
OCESN879606F1001049186,Avignon-TGV,Marseille-St-Charles,133
OCESN879660F0100149261,Cavaillon,Marseille-St-Charles,70
OCESN880106F0500549348,Gardanne,Marseille-St-Charles,36
OCESN880670F0200249467,Aix-en-Provence,Manosque-Gréoux,45
OCESN880671F0300349469,Manosque-Gréoux,Marseille-St-Charles,95
OCESN881005F0400449474,Aubagne,Marseille-St-Charles,31
OCESN881060F0300349503,Aubagne,Marseille-Blancarde,22
OCESN881106F0100149530,Cannes,Menton,69
OCESN881139F0200249555,Antibes,Grasse,41
OCESN881251F0300349560,Cannes,Les Arcs-Draguignan,55
OCESN881270F0200249568,Cannes,St-Raphaël-Valescure,38
OCESN881600F0100149625,Hyères,Marseille-St-Charles,84
OCESN881646F0500549709,Hyères,Toulon,21
OCESN881652F0300349716,Les Arcs-Draguignan,Toulon,60
OCESN881669F0500549733,Carnoules,Toulon,31
OCESN881751F0500549749,Marseille-St-Charles,Menton,205
OCESN882103F0200249751,Ambérieu-en-Bugey,Mâcon-Ville,54
OCESN882106F0200249754,Ambérieu-en-Bugey,Bourg-en-Bresse,23
OCESN882110F0200249756,Bourg-en-Bresse,Mâcon-Ville,29
OCESN883103F0400449775,Chambéry-Chal.-les-Eaux,Moûtiers-Salins-Brides,80
OCESN883115F0400449778,Aix-les-Bains-le-Revard,Bourg-St-Maurice,129
OCESN883600F0200249926,Ambérieu-en-Bugey,Chambéry-Chal.-les-Eaux,73
OCESN883701F0200249938,Chambéry-Chal.-les-Eaux,Grenoble,53
OCESN884117F0300349977,Annecy,St-Gervais-L-B-Le-Fayet,97
OCESN884608F0700750018,Bellegarde-s-V. Gare,La Roche-sur-Foron,65
OCESN885100F0300350078,Grenoble U.-Gières,Valence-Ville,97
OCESN885103F0200250079,Grenoble U.-Gières,St-Marcellin,53
OCESN885104F0200250080,St-Marcellin,Valence-Ville,39
OCESN885111F0200250083,Grenoble,St-Marcellin,40
OCESN885401F0500550114,Grenoble U.-Gières,Rives,43
OCESN885409F0200250117,Grenoble U.-Gières,St-André-le-Gaz,69
OCESN885413F0400450120,Grenoble,St-André-le-Gaz,62
OCESN885456F0400450135,Grenoble,Rives,30
OCESN885601F0200250144,Gap,Grenoble,181
OCESN885601F0300350143,Clelles-Mens,Grenoble,71
OCESN885605F0600650145,Grenoble,Veynes-Dévoluy,134
OCESN885735F0600650201,Chambéry-Chal.-les-Eaux,Rives,90
OCESN886003F0300350227,Lyon-Part-Dieu,Mâcon-Ville,62
OCESN886007F0300350228,Lyon-Perrache,Mâcon-Ville,60
OCESN886102F0200250248,Lyon-Perrache,Valence-Ville,70
OCESN886105F0200250254,Lyon-Part-Dieu,Valence-Ville,71
OCESN886111F0300350266,Mâcon-Ville,Valence-Ville,138
OCESN886170F0500550345,Marseille-St-Charles,Valence-Ville,145
OCESN886172F0400450353,Mâcon-Ville,Pierrelatte,189
OCESN886174F0700750356,Avignon-Centre,Mâcon-Ville,235
OCESN886175F0700750362,Avignon-Centre,Valence-Ville,89
OCESN886176F0600650366,Avignon-Centre,Lyon-Perrache,168
OCESN886201F0600650414,Firminy,Lyon-Perrache,82
OCESN886201F1001050412,Firminy,St-Etienne-Châteaucreux,22
OCESN886233F0700750473,Lyon-Perrache,St-Etienne-Châteaucreux,55
OCESN886295F0200250552,Givors-Ville,Lyon-Perrache,25
OCESN886401F0200250553,Bourg-en-Bresse,Oyonnax,53
OCESN886407F0600650559,Lyon-Perrache,Oyonnax,130
OCESN886415F0100150564,Bourg-en-Bresse,Lyon-Perrache,65
OCESN886461F0200250566,Bourg-en-Bresse,Lyon-Part-Dieu,42
OCESN886602F0100150569,Lyon-Perrache,Roanne,89
OCESN886700F0500550628,Ambérieu-en-Bugey,St-Etienne-Châteaucreux,97
OCESN886702F0800850635,Ambérieu-en-Bugey,Givors-Ville,64
OCESN886710F0800850648,Lyon-Part-Dieu,St-Etienne-Châteaucreux,46
OCESN886710F1501550647,Givors-Ville,Lyon-Part-Dieu,17
OCESN886726F0900950677,Ambérieu-en-Bugey,Lyon-Part-Dieu,41
OCESN886900F0200250872,Roanne,St-Etienne-Châteaucreux,73
OCESN887101F0200250909,Lyon-Perrache,Vienne,34
OCESN887102F0200250910,Vienne,Villefranche-sur-Saône,74
OCESN887103F0300350911,Mâcon-Ville,Vienne,98
OCESN887103F0400450912,Lyon-Perrache,Villefranche-sur-Saône,36
OCESN887300F0400450987,Lyon-Perrache,St-André-le-Gaz,56
OCESN887302F0400450989,Bourgoin-Jallieu,Lyon-Perrache,37
OCESN889200F0300351037,Die,Romans-Bourg-de-Péage,83
OCESN889409F1001051050,Lyon-Perrache,Sathonay-Rillieux,19
OCESN889901F0200251142,Montbrison,St-Etienne-Châteaucreux,40
OCESN889905F0200251146,Boën,St-Etienne-Châteaucreux,53
OCESN889950F0200251173,Le Puy-en-Velay,St-Etienne-Châteaucreux,113
OCESN889990F0200251219,Bas-Monistrol,St-Etienne-Châteaucreux,55
OCESN890000F0200251226,Lyon-St-Paul,Sain-Bel,42
OCESN890004F0200251230,L'Arbresle,Lyon-St-Paul,37
OCESN890200F0200251308,Lozanne,Tassin,25
OCESN890300F0200251328,Brignais,Lyon-St-Paul,25
OCESN891000F0800851371,Laroche-Migennes,Paris-Gare-de-Lyon,125
OCESN891003F1001051378,Montereau,Paris-Gare-de-Lyon,57
OCESN891024F0400451438,Laroche-Migennes,Paris-Bercy,124
OCESN891200F0900951550,Corbigny,Paris-Bercy,213
OCESN891200F2202251554,Corbigny,Paris-Gare-de-Lyon,215
OCESN891204F1201251557,Auxerre-St-Gervais,Paris-Bercy,105
OCESN891204F2002051567,Clamecy,Paris-Bercy,165
OCESN891204F2702751556,Clamecy,Paris-Gare-de-Lyon,159
OCESN891206F0800851575,Avallon,Paris-Bercy,158
OCESN891206F1501551577,Avallon,Paris-Gare-de-Lyon,160
OCESN891221F0700751602,Auxerre-St-Gervais,Paris-Gare-de-Lyon,119
OCESN891350F0600651732,Auxerre-St-Gervais,Dijon-Ville,114
OCESN891400F0200251766,Chalon-sur-Saône,Dijon-Ville,43
OCESN891751F0300351843,Is-sur-Tille,Les Laumes-Alésia,76
OCESN891800F0500551854,Bourg-en-Bresse,Dijon-Ville,102
OCESN891981F0400451902,Chalon-sur-Saône,Mâcon-Ville,39
OCESN892400F0200251922,Corbigny,Laroche-Migennes,113
OCESN893003F0700751967,Dijon-Ville,Montchanin,45
OCESN893009F0900951979,Dijon-Ville,Le Creusot,53
OCESN893020F0300352003,Autun,Dijon-Ville,91
OCESN893051F0300352024,Chalon-sur-Saône,Montchanin,39
OCESN893080F0200252057,Etang,Montchanin,30
OCESN893201F0300352115,Autun,Nevers,94
OCESN893301F0200252132,Montchanin,Paray-le-Monial,43
OCESN893610F0300352155,Decize,Moulins-sur-Allier,75
OCESN893750F0200252161,Cosne-sur-Loire,Nevers,48
OCESN893760F0400452179,Cosne-sur-Loire,Decize,89
OCESN894000F0300352200,Belfort-Ville,Besançon-Viotte,71
OCESN894200F0500552239,Dijon-Ville,Dole-Ville,28
OCESN894602F0200252398,Belfort-Ville,Epinal,92
OCESN894831F0200252407,Belfort-Ville,Montbéliard-Ville,15
OCESN895000F0400452425,Delle,Meroux,17
OCESN895225F0300352479,Besançon-Mouillère,Le Valdahon,43
OCESN895302F0400452484,Besançon-Mouillère,Morteau,82
OCESN895522F0200252510,Besançon-Viotte,Saint-Claude,148
OCESN895702F0500552519,Dole-Ville,Pontarlier,75
OCESN895714F0600652522,Andelot,Dole-Ville,41
OCESN895800F0500552541,Besançon-Viotte,Lyon-Perrache,176
OCESN895800F1401452539,Lyon-Part-Dieu,Mouchard,128
OCESN895800F1701752543,Besançon-Viotte,Lyon-Part-Dieu,159
OCESN895802F0700752546,Lyon-Perrache,Mouchard,139
OCESN895819F0300352564,Besançon-Viotte,Bourg-en-Bresse,118
OCESN895820F0900952566,Belfort-Ville,Lyon-Part-Dieu,230
OCESN895820F1801852568,Belfort-Ville,Bourg-en-Bresse,186
OCESN895822F0500552575,Belfort-Ville,Lyon-Perrache,244
OCESN895830F0200252600,Lons-le-Saunier,Lyon-Perrache,103
OCESN895880F0500552634,Belfort-Ville,Lons-le-Saunier,144
OCESN895940F0200252654,Besançon-Viotte,Lons-le-Saunier,89
OCESN895942F0900952655,Bourg-en-Bresse,Mouchard,81
